Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Depot Square,620 Main St,,Sparkill,NY,10976,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,200-9,41.029363,-73.928978,05/06/2020,155356,2021-03-11 23:22:17,LG,,,04/01/2020,J1772
ELEC,S.A.N.Y. STATION TWO,1001 Park Ave,,Syracuse,NY,13204,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.051903,-76.180115,04/06/2021,180984,2021-04-06 00:24:53,,,,,J1772
ELEC,Quik Park Broadway Garage LLC - Tesla Destination,225-251  W 56th St,,New York,NY,10019,,212-974-6147  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.765735,-73.982101,11/03/2020,115059,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,SLSDC - Administration Building,180 Andrews St,,Massena,NY,13662,,,E,,Public,24 hours daily,,1,,,,Non-Networked,,GPS,44.929771,-74.902773,02/22/2021,184631,2021-03-04 18:40:37,FG,17.0,Department of Transportation,01/15/2021,NEMA515
ELEC,NATIONAL GRID GLENS FALLS,126 South St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.305308,-73.649371,04/06/2021,162218,2021-04-06 00:24:53,,,,,J1772
ELEC,NATIONAL GRID HOLIDAY INN,2223 Canada St,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.414528,-73.714398,04/06/2021,162215,2021-04-06 00:24:53,,,,,J1772
ELEC,DCEC - N DEPOT DCEC #1,7 Depot St,,Delhi,NY,13753,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.271027,-74.919526,04/06/2021,171241,2021-04-06 00:24:53,,,,,J1772
ELEC,MPG 201 E 56th - Tesla Destination,201 E 56th,,New York,NY,10022,,212-490-3460  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.759764,-73.967956,11/03/2020,115045,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,CORNELL FOREST HOME 2,37 Forest Home Dr,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.450394,-76.478680,04/06/2021,173154,2021-04-06 00:24:53,,,,,J1772
ELEC,Destination Nissan,770 Central Ave,,Albany,NY,12206,,518-438-8461,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,42.676971,-73.787334,06/09/2020,44317,2021-03-11 23:22:17,P,,,11/30/2011,J1772
ELEC,5TH AVE 5TH AVE GARAGE,461 Broadway,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.730713,-73.688080,04/06/2021,147339,2021-04-06 00:24:53,,,,,J1772
ELEC,Serendipity Labs Inc. - Tesla Destination,80 Theodore Fremd Ave,,Rye,NY,10580,,914-908-6770  877-798-3752,E,,Public - Call ahead,24 hours daily,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.983031,-73.687987,11/03/2020,115231,2021-03-11 23:22:17,P,,,02/01/2015,TESLA
ELEC,GGMC Parking MODA - Tesla Destination,89-14 Parsons Blvd,,Jamaica,NY,11432,,718-523-1475  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.705192,-73.802230,11/03/2020,150686,2021-03-11 23:22:17,P,,,09/30/2019,J1772 TESLA
ELEC,COHEN BROTHERS E 54TH ST 01,3 E 54th St,,New York,NY,10022,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.760959,-73.974649,04/06/2021,162395,2021-04-06 00:24:53,,,,,J1772
ELEC,SUNY BUFFALO JACOBS 2,50 Augspurger Rd,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.998854,-78.787388,04/06/2021,182260,2021-04-06 00:24:53,,,,,J1772
ELEC,ImPark Atlantic Terrace - Tesla Destination,669 Atlantic Ave,,Brooklyn,NY,11217,,718-857-7770  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.683295,-73.973753,11/03/2020,122478,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,Cortlandt Train Station,2 Memorial Dr,,Cortlandt Manor,NY,10566,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,http://evconnect.com/,GPS,41.244889,-73.923330,03/30/2020,94837,2021-03-11 23:22:17,P,,,04/24/2015,J1772
ELEC,The American Hotel-Sag Harbor - Tesla Destination,45 Main St,,Sag Harbor,NY,11963,,631-725-3535  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.001268,-72.295030,11/03/2020,150489,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,Nap York - Tesla Destination,480 7th Avenue,,New York,NY,10018,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.752301,-73.990000,11/03/2020,168977,2021-03-11 23:22:17,P,,,11/03/2020,TESLA
ELEC,SKYVIEW APARTME SKYVIEW ST1,5800 Arlington Ave,,Riverdale,NY,10471,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.908720,-73.905883,04/06/2021,171476,2021-04-06 00:24:53,,,,,J1772
ELEC,RRH UNITY POB 3,1561 Long Pond Rd,,Rochester,NY,14626,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.190998,-77.703970,04/06/2021,174810,2021-04-06 00:24:53,,,,,J1772
ELEC,HARMONY MILLS 1 WEST 1 1.5,100 N Mohawk St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.781464,-73.705574,04/06/2021,174727,2021-04-06 00:24:53,,,,,J1772
ELEC,ALBANY COUNTY TIMES UNION GAR,100 Beaver St,,Albany,NY,12207,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.649224,-73.756071,04/06/2021,180103,2021-04-06 00:24:53,,,,,J1772
ELEC,MUNICIPAL EVSE PARK STREET 3,50-54 Park St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.307923,-73.644590,04/06/2021,180143,2021-04-06 00:24:53,,,,,J1772
ELEC,Enterprise Parking 545 Washington Ave - Tesla Destination,545 Washington Ave,,Brooklyn,NY,11238,,347-889-6642  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681876,-73.964169,11/03/2020,150573,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,BEST WESTERN PL BEST 1.2,6605 Old Collamer Rd S,,East Syracuse,NY,13057,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.090440,-76.086630,04/06/2021,181850,2021-04-06 00:24:53,,,,,J1772
ELEC,Spectrum,401 W 219th St,,New York,NY,10034,,866-816-7584,E,,Public,Office business hours; for employee and guest use only,,,8,,,EV Connect,http://evconnect.com/,200-8,40.871210,-73.911616,04/08/2020,94854,2021-03-11 23:22:17,P,,,06/27/2016,J1772
ELEC,Best Western Plus The Hammondsport Hotel,8440 NY-54,,Hammondsport,NY,14840,,607-224-4120,E,,Public,24 hours daily; guest use only; see front desk for access,,,1,,,Non-Networked,,GPS,42.398830,-77.227276,06/09/2020,157969,2021-03-11 23:22:17,P,,,05/15/2020,J1772
ELEC,HUDSON PRESERVE BERYL WAY 5,136 Troy Schdy Rd,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.733020,-73.725890,04/06/2021,143920,2021-04-06 00:24:53,,,,,J1772
ELEC,EVPASS ONCT-3,400-498 Harrison St,,Syracuse,NY,13202,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.044174,-76.146873,04/06/2021,180172,2021-04-06 00:24:53,,,,,J1772
ELEC,Sutton Place North Garage - Tesla Destination,420 E 54th St,,New York,NY,10022,,212-752-7504  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.755679,-73.963528,11/03/2020,115131,2021-03-11 23:22:17,P,,,11/01/2018,TESLA
ELEC,HUDSON VALLEY VW_408151_A,1148 Old Rte 9,,Wappingers Falls,NY,12590,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.566517,-73.906339,04/06/2021,162428,2021-04-06 00:24:53,,,,,J1772
ELEC,GARDEN CHARGERS JOVIA ASD 1,1000 Corporate Dr,,Westbury,NY,11590,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740059,-73.601087,04/06/2021,174507,2021-04-06 00:24:53,,,,,J1772
ELEC,Village of Scarsdale,14 Freightway,,Scarsdale,NY,10583,,855-900-7584,E,,Public,24 hours daily,,,2,,,Greenlots,http://greenlots.com/,200-9,40.988106,-73.809122,04/06/2021,118059,2021-04-06 01:16:39,,,,,J1772
ELEC,WATERCLUB2582 GARAGE 2 CHARGE,36 Pine Street,,Poughkeepsie,NY,12601,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.698847,-73.937505,04/06/2021,162288,2021-04-06 00:24:53,,,,,J1772
ELEC,919 Third Avenue,919 3rd Avenue,Located between 2nd & 3rd Ave,Manhattan,NY,10022,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.759299,-73.968603,04/05/2021,164749,2021-04-05 22:55:21,,,,,J1772
ELEC,STOHL STOHL5,3860 California Rd,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.779479,-78.781172,04/06/2021,180669,2021-04-06 00:24:53,,,,,J1772
ELEC,ADKHOSPITALITY HAMPTON INN 1.3,2133 U.S. 9,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.409264,-73.712660,04/06/2021,185361,2021-04-06 00:24:53,,,,,J1772
ELEC,Hilton Garden Inn Elmira/Corning - Tesla Destination,35  Arnot Rd,,Horseheads,NY,14845,,607-795-1111  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.162052,-76.873535,11/03/2020,114955,2021-03-11 23:22:17,P,,,09/01/2017,TESLA
ELEC,iPark - Paradise Garage,62-60 99th Street,Attendant will assist in charging vehicle.  Parking rates apply. Inquire within.,Rego Park,NY,11374,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.733347,-73.858012,04/05/2021,95270,2021-04-05 22:55:21,,,,,J1772
ELEC,STOHL STOHL6,3860 California Rd,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.779497,-78.781127,04/06/2021,163646,2021-04-06 00:24:53,,,,,J1772
ELEC,Union College,Lennox Rd,,Schenectady,NY,12308,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,1,,,EV Connect,http://evconnect.com/,GPS,42.815708,-73.923732,04/08/2020,155029,2021-03-11 23:22:17,P,,,04/03/2019,J1772
ELEC,COHOES STATION 1,18 White St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.772415,-73.701065,04/06/2021,162358,2021-04-06 00:24:53,,,,,J1772
ELEC,MOHAWK HARBOR01 STATION #1,200 Harborside Dr,,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.824279,-73.932023,04/06/2021,170028,2021-04-06 00:24:53,,,,,J1772
ELEC,CITY AMSTERDAM EV 3,55 Bridge St,,Amsterdam,NY,12010,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.934486,-74.197391,04/06/2021,181934,2021-04-06 00:24:53,,,,,J1772
ELEC,MAIN LOT EV 1,112 Main St,,Dobbs Ferry,NY,10522,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.015691,-73.874532,04/06/2021,162468,2021-04-06 00:24:53,,,,,J1772
ELEC,THE SAGAMORE SAGAMORE 1.4,433 Boathouse Ln,,Bolton,NY,12814,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.557040,-73.645096,04/06/2021,175036,2021-04-06 00:24:53,,,,,J1772
ELEC,159 WOLF OFFBLD 159 WOLF MIDDLE,159 Wolf Rd,,Albany,NY,12205,,888-758-4389,E,,Public,Mon 7:00pm - 12:00am; Tue 7:00pm - 12:00am; Wed 7:00pm - 12:00am; Thu 7:00pm - 12:00am; Fri 7:00pm - 12:00am; Sat 7:00pm - 12:00am; Sun 7:00pm - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.721429,-73.801561,04/06/2021,186044,2021-04-06 00:24:53,,,,,J1772
ELEC,PANYNJ LGA WEST 5,LGA West Garage LaGuardia Airport,,Flushing,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.772972,-73.875608,04/06/2021,180140,2021-04-06 00:24:53,,,,,J1772
ELEC,MPG The Shops at Skyview - Tesla Destination,40-24 College Point Blvd,,Flushing,NY,11354,,212-490-3460  877-798-3752,E,,Public,24 hours daily; pay lot,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.756893,-73.834158,11/03/2020,114939,2021-03-11 23:22:17,P,,,11/01/2018,TESLA
ELEC,CSJ BRENTWOOD BRENTWOOD RD,1725 Brentwood Road,,Brentwood,NY,11717,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.773892,-73.240781,04/06/2021,122961,2021-04-06 00:24:53,,,,,J1772
ELEC,Rapidpark 906 Union Street - Tesla Destination,906 Union St,,Brooklyn,NY,11215,,718-622-4867  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.672726,-73.971664,11/03/2020,114916,2021-03-11 23:22:17,P,,,09/01/2017,J1772 TESLA
ELEC,HUDSON PRESERVE BLDG 21 #4,2101 Beryl Way,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.733166,-73.727295,04/06/2021,143241,2021-04-06 00:24:53,,,,,J1772
ELEC,Strathmore,400 E 84th St,,New York,NY,10128,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.775203,-73.950295,04/05/2021,124832,2021-04-05 22:55:21,,,,,J1772
ELEC,HARMONY MILLS 1 RIVERVIEW 1.1,N Mohawk St & Vliet St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.780510,-73.704094,04/06/2021,149628,2021-04-06 00:24:53,,,,,J1772
ELEC,Town of Cortlandt,1 Heady St,"Right off Oregon Rd, north of Bear Mountain State Parkway",Cortlandt,NY,10567,,914-734-1002  866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,200-9,41.310139,-73.905002,04/08/2020,65270,2021-03-11 23:22:17,SG,,,11/01/2014,J1772
ELEC,520806-Rockefeller Center,55 W 48th St,,New York City,NY,10036,,855-900-7584,E,,Public,24 hours daily,,,8,,,Greenlots,http://greenlots.com/,200-8,40.758305,-73.980311,04/06/2021,123040,2021-04-06 01:16:39,,,,,J1772
ELEC,Woodbury Common Premium Outlets,498 Red Apple Ct,,Central Valley,NY,10917,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,2,2,,eVgo Network,https://www.evgo.com/,GPS,41.313287,-74.125236,03/25/2021,93221,2021-03-25 01:01:24,,,,,CHADEMO J1772 J1772COMBO
ELEC,ROCHESTER NY PUBLC MARKET,39 Trinidad St,,Rochester,NY,14605,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.166030,-77.591324,04/06/2021,62307,2021-04-06 00:24:53,,,,,J1772
ELEC,MARKET 32 EV MARKET32 SAR SP,3045 rt 50,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.102972,-73.742407,04/06/2021,154240,2021-04-06 00:24:53,,,,,J1772
ELEC,854ELLICOTT 854 ELLICOTT 4,854 Ellicott St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.901748,-78.867401,04/06/2021,180118,2021-04-06 00:24:53,,,,,J1772
ELEC,MONTGOMERY COUN MONTGOMERY CNTY,200 Clark Dr,,Fultonville,NY,12072,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.934542,-74.332317,04/06/2021,162324,2021-04-06 00:24:53,,,,,J1772
ELEC,ERIE COUNTY CHESTNUT RIDGE,6121 Chestnut Ridge Rd,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.722323,-78.744300,04/06/2021,162167,2021-04-06 00:24:53,,,,,J1772
ELEC,EDISONPARKFAST LOC # 75,92 Livingston St,,new york,NY,11201,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.690920,-73.990464,04/06/2021,162408,2021-04-06 00:24:53,,,,,J1772
ELEC,ROSENBLUM300 3 WINNERS 2,3 Winners Cir,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.721009,-73.797215,04/06/2021,122587,2021-04-06 00:24:53,,,,,J1772
ELEC,1741 RT 9 EV 2,1741 U.S. 9,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.869247,-73.772964,04/06/2021,185428,2021-04-06 00:24:53,,,,,J1772
ELEC,NATIONAL GRID DIEFENDORF HALL,Diefendorf Loop,,Buffalo,NY,14215,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.952295,-78.817859,04/06/2021,162373,2021-04-06 00:24:53,,,,,J1772
ELEC,IBEW139 EDUCATI STATION 1,415 W 2nd St,,Elmira,NY,14901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.089325,-76.816073,04/06/2021,162150,2021-04-06 00:24:53,,,,,J1772
ELEC,GGMC Parking 66 Rockwell Pl Garage - Tesla Destination,66 Rockwell Pl,,Brooklyn,NY,11217,,718-797-2408  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.688060,-73.979449,11/03/2020,114911,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,Lakeville United Church of Christ,5687 Big Tree Rd,,Lakeville,NY,14480,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts PayPal and Apple Pay,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,42.836545,-77.710443,12/03/2020,168419,2021-03-11 23:22:17,P,,,08/01/2020,J1772
ELEC,SUNY Empire State College,2 Union Ave,,Saratoga Springs,NY,12866,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,43.077341,-73.782443,04/08/2020,123077,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,ADELPHI UNIV STATION 03,1 South Ave,,Garden City,NY,11530,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.719561,-73.650096,04/06/2021,171554,2021-04-06 00:24:53,,,,,J1772
ELEC,MUNICIPAL EVSE HAVILAND COVE,75 Bush St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.292145,-73.652280,04/06/2021,155286,2021-04-06 00:24:53,,,,,J1772
ELEC,Capital Region Welcome Center,"New Baltimore Service Area - Northbound, New",,Hannacroix,NY,12087,,855-900-7584,E,,Public,24 hours daily,,,,2,,Greenlots,http://greenlots.com/,GPS,42.427962,-73.805549,04/06/2021,170877,2021-04-06 01:16:39,,,,,CHADEMO J1772COMBO
ELEC,210 HANCOCK STATION 1,423 1st St,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.448275,-76.503354,04/06/2021,162304,2021-04-06 00:24:53,,,,,J1772
ELEC,Saint George Courthouse,54 Central Ave,,Staten Island,NY,10301,,718-524-1190  866-816-7584,E,,Public,24 hours daily,,,5,,,EV Connect,http://evconnect.com/,200-9,40.639470,-74.076912,04/08/2020,65296,2021-03-11 23:22:17,LG,,,08/08/2016,J1772
ELEC,300 W 135 St - Little Man Parking - Tesla Destination,300 W 135 St,,New York,NY,10030,,212-714-3571  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.816366,-73.947365,11/03/2020,150596,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,OSSINING EV 1,101 NY-9A,,Ossining,NY,10562,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.178694,-73.840619,04/06/2021,162463,2021-04-06 00:24:53,,,,,J1772
ELEC,Storm King Tavern and Golf Club - Tesla Destination,18 Ridge Rd,,Cornwall,NY,12518,,845-534-3899  877-798-3752,E,,Public,24 hours daily,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.429428,-74.028204,11/03/2020,114928,2021-03-11 23:22:17,P,,,09/01/2017,TESLA
ELEC,TONAWANDA YPR POOL PLAZA 3,157 Thorncliff Rd,,Buffalo,NY,14223,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.982750,-78.866710,04/06/2021,154519,2021-04-06 00:24:53,,,,,J1772
ELEC,Brooklyn Museum - Tesla Supercharger,878 Washington Avenue,,Brooklyn,NY,11225,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,10,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.669900,-73.963100,08/10/2020,122247,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,SUNY NEW PALTZ ROUTE 32 (2),Campus Transportation Hub,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.739405,-74.079828,04/06/2021,174042,2021-04-06 00:24:53,,,,,J1772
ELEC,Centereach Park,284 Hawkins Rd,,Centereach,NY,11720,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,http://evconnect.com/,GPS,40.881709,-73.076176,12/03/2020,123094,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,FOODBANK LATHAM PARKING TWO,959 Albany Shaker Rd,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.764423,-73.814400,04/06/2021,164452,2021-04-06 00:24:53,,,,,J1772
ELEC,Staples Plaza,3379 Crompond Rd,,Yorktown Heights,NY,10598,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.289986,-73.830730,03/25/2021,93697,2021-03-25 01:01:24,,,,,CHADEMO J1772COMBO
ELEC,Jones Beach State Park,275 Bay Pkwy,,Wantaugh,NY,11793,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,40.596790,-73.496049,04/08/2020,123092,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,HUNTER LOT MAMARONECK,141 Prospect Ave,,Mamaroneck,NY,10543,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.949583,-73.735136,04/06/2021,162254,2021-04-06 00:24:53,,,,,J1772
ELEC,AAA Albany - Tesla Destination,618 Delaware Ave,,Albany,NY,12209,,518-426-1000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.636441,-73.791489,11/03/2020,114878,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,Icon Parking 111 8th Ave Parking - Tesla Destination,385  W 15th St,,New York,NY,10011,,212-929-8164  877-798-3752,E,,Public,24 hours daily; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.741669,-74.004397,11/03/2020,115114,2021-03-11 23:22:17,P,,,03/01/2017,TESLA
ELEC,Winwood Inn - Windham Mountain Resort - Tesla Destination,5220 State Rte 23,,Windham,NY,12496,,518-734-3000  877-798-3752,E,,Public - Call ahead,24 hours daily; available with reservation only,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.310435,-74.241272,11/03/2020,115250,2021-03-11 23:22:17,P,,,03/01/2017,TESLA
ELEC,iPark 455 Central Park West - Tesla Destination,27  W 105th St,,New York,NY,10025,,212-666-7246  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.797875,-73.961228,11/03/2020,115075,2021-03-11 23:22:17,P,,,08/15/2016,J1772 TESLA
